고객번호,상반기구매빈도14,하반기구매빈도14,상반기구매빈도15,하반기구매빈도15
5131,3,3,3,2
5132,4,3,3,4
5133,3,2,3,2
5134,4,4,4,4
5135,2,2,1,1
5136,2,1,1,2
5137,1,2,3,4
5138,1,2,4,3
5139,1,2,2,2
5140,2,3,3,3
5141,2,2,3,2
5142,2,2,3,3
5143,2,3,1,1
5144,2,2,2,2
5145,2,2,4,2
5146,4,3,3,3
5147,2,2,1,1
5148,1,2,3,3
5149,2,1,3,3
5150,2,3,2,3
5151,3,2,3,2
5152,4,4,4,4
5153,1,2,4,4
5154,2,1,2,2
5155,2,2,1,2
5156,2,3,4,2
5157,3,3,3,3
5158,1,3,4,4
5159,4,3,2,4
5160,2,3,3,3
5161,1,2,3,3
5162,1,2,2,2
5163,1,2,2,1
5164,2,1,2,2
5165,4,3,1,3
5166,3,3,2,2
5167,3,3,3,2
5168,1,1,4,4
5169,3,2,1,1
5170,4,3,4,4
5171,3,3,2,3
5172,4,4,3,4
5173,2,3,2,3
5174,2,3,3,2
5175,2,2,2,3
5176,2,2,2,2
5177,1,2,2,3
5178,2,3,2,3
5179,2,2,2,2
5180,2,2,2,2
5181,2,1,2,2
5182,1,2,3,3
5183,3,2,3,3
5184,3,3,3,3
5185,1,2,2,2
5186,3,3,4,4
5187,1,2,3,3
5188,1,2,2,2
5189,3,2,2,2
5190,2,2,2,2
5191,2,2,2,2
5192,2,2,2,2
5193,2,2,3,3
5194,2,3,3,4
5195,3,3,3,3
5196,2,3,3,3
5197,1,3,2,3
5198,1,2,2,2
5199,1,4,4,4
5200,2,2,2,2
5201,4,4,1,1
5202,4,3,1,1
5203,4,3,3,3
5204,2,3,2,3
5205,4,2,2,1
5206,3,3,4,4
5207,1,2,3,2
5208,4,3,1,1
5209,2,4,4,3
5210,1,2,2,2
5211,3,2,2,2
5212,2,3,3,3
5213,2,2,3,2
5214,1,1,1,1
5215,3,4,4,3
5216,3,3,3,3
5217,2,1,2,1
5218,4,3,4,4
5219,3,3,3,3
5220,2,2,2,4
5221,2,3,2,3
5222,3,3,3,4
5223,3,2,2,3
5224,2,3,3,3
5225,2,2,2,1
5226,3,3,2,3
5227,2,2,2,2
5228,1,3,4,4
5229,2,2,2,2
5230,1,1,2,1
5231,2,2,1,3
5232,3,4,2,3
5233,2,2,2,3
5234,1,1,2,2
5235,3,3,3,2
5236,2,2,1,2
5237,3,4,4,3
5238,2,2,2,1
5239,3,3,3,1
5240,3,2,1,1
5241,4,3,2,2
5242,2,2,2,2
5243,1,2,2,2
5244,1,3,3,1
5245,3,3,4,4
5246,2,2,2,2
5247,3,4,3,3
5248,1,2,2,1
5249,2,2,1,1
5250,3,2,2,2
5251,4,3,2,3
5252,1,1,2,2
5253,2,2,2,2
5254,2,2,2,2
5255,3,3,3,2
5256,4,4,4,4
5257,2,2,2,2
5258,2,2,1,2
5259,2,2,2,2
5260,2,4,4,3
5261,1,2,3,3
5262,2,2,2,2
5263,1,2,1,2
5264,3,3,3,3
5265,2,2,2,1
5266,2,2,2,2
5267,2,2,1,2
5268,2,2,2,2
5269,2,2,2,2
5270,2,2,2,2
5271,2,3,2,2
5272,2,2,1,2
5273,4,4,4,4
5274,2,3,3,3
5275,1,1,2,2
5276,2,2,1,2
5277,1,2,2,3
5278,2,3,3,2
5279,3,2,2,1
5280,1,2,2,4
5281,3,3,3,3
5282,2,2,3,3
5283,4,4,4,4
5284,1,1,1,1
5285,2,2,2,1
5286,1,2,2,2
5287,2,2,2,1
5288,2,2,3,2
5289,1,3,3,3
5290,1,1,3,2
5291,2,2,3,2
5292,2,1,2,1
5293,2,3,3,4
5294,2,1,2,2
5295,2,2,1,3
5296,3,3,3,3
5297,2,3,3,2
5298,2,2,1,2
5299,4,4,4,3
5300,3,4,4,3
5301,3,3,2,2
5302,4,2,1,3
5303,1,1,3,3
5304,2,2,3,1
5305,2,2,1,1
5306,1,2,2,3
5307,2,3,3,2
5308,4,4,4,4
5309,2,3,3,3
5310,3,1,2,2
5311,3,4,4,4
5312,2,2,3,2
5313,3,2,3,3
5314,2,2,3,3
5315,2,2,3,3
5316,3,3,4,3
5317,3,2,2,2
5318,2,2,2,2
5319,2,2,2,2
5320,3,1,1,1
5321,4,3,3,4
5322,4,3,2,2
5323,3,3,2,2
5324,1,4,4,4
5325,2,2,3,4
5326,2,2,3,2
5327,2,2,1,1
5328,2,2,3,4
5329,2,2,3,3
5330,2,3,2,1
5331,2,2,2,3
5332,3,3,2,2
5333,2,3,2,3
5334,4,3,2,1
5335,4,4,3,4
5336,2,1,1,2
5337,3,3,2,2
5338,2,1,2,2
5339,3,3,2,2
5340,1,1,2,2
5341,2,2,3,2
5342,2,2,2,2
5343,3,2,1,1
5344,2,1,1,3
5345,2,1,2,2
5346,2,3,3,3
5347,3,2,3,3
5348,2,2,2,2
5349,2,2,3,3
5350,2,2,1,1
5351,2,3,2,1
5352,4,4,3,4
5353,2,3,2,3
5354,1,3,3,3
5355,2,2,1,1
5356,2,2,3,2
5357,2,3,2,2
5358,2,2,3,2
5359,3,3,3,1
5360,3,2,2,2
5361,1,1,1,2
5362,2,2,1,1
5363,3,2,3,2
5364,1,1,2,3
5365,4,3,3,3
5366,2,2,2,2
5367,1,2,2,2
5368,3,3,2,3
5369,2,2,3,2
5370,3,2,3,3
5371,3,4,2,3
5372,2,2,2,2
5373,3,2,2,2
5374,3,2,3,2
5375,4,4,4,4
5376,3,3,3,2
5377,2,2,2,3
5378,3,4,4,4
5379,2,2,2,1
5380,3,2,3,2
5381,1,3,2,3
5382,2,3,2,3
5383,3,2,2,2
5384,2,2,2,3
5385,3,4,4,4
5386,2,2,2,2
5387,2,2,2,4
5388,3,2,2,1
5389,2,2,1,2
5390,2,2,2,3
5391,2,2,2,2
5392,1,2,2,3
5393,2,2,1,2
5394,2,3,2,2
5395,3,3,3,1
5396,2,3,3,4
5397,2,2,2,4
5398,1,2,2,2
5399,3,3,3,3
5400,1,2,1,1
5401,2,3,3,2
5402,2,2,2,2
5403,1,2,2,1
5404,1,2,2,1
5405,2,2,2,2
5406,4,4,4,4
5407,2,3,3,2
5408,4,4,4,2
5409,3,3,3,4
5410,3,3,3,3
5411,1,2,2,3
5412,1,1,1,2
5413,3,4,2,2
5414,2,1,2,2
5415,3,3,2,2
5416,2,2,2,1
5417,4,4,4,3
5418,2,2,2,2
5419,3,4,2,2
5420,3,3,3,3
5421,2,3,3,3
5422,2,2,2,2
5423,2,2,2,2
5424,1,3,3,2
5425,1,1,1,2
5426,2,3,2,3
5427,3,4,2,2
5428,4,4,4,4
5429,3,3,3,3
5430,3,2,2,2
5431,3,2,2,2
5432,2,2,3,2
5433,2,2,2,2
5434,2,2,3,3
5435,2,2,2,2
5436,4,3,2,3
5437,3,3,3,2
5438,4,4,4,3
5439,2,3,4,3
5440,2,2,2,3
5441,2,2,3,3
5442,3,3,2,3
5443,2,2,2,2
5444,1,2,2,2
5445,3,2,3,4
5446,2,1,2,3
5447,3,3,3,2
5448,2,2,2,1
5449,2,3,3,3
5450,2,2,2,2
5451,2,2,2,3
5452,3,2,3,3
5453,4,2,1,1
5454,1,1,2,1
5455,3,3,3,1
5456,2,2,2,1
5457,3,2,2,3
5458,3,3,2,2
5459,2,2,3,3
5460,4,3,2,2
5461,1,2,2,3
5462,3,2,2,2
5463,2,2,2,1
5464,2,3,4,4
5465,4,1,2,2
5466,3,3,3,3
5467,2,2,2,2
5468,3,3,4,3
5469,2,2,2,2
5470,2,2,1,2
5471,3,3,3,2
5472,2,2,2,1
5473,2,2,2,4
5474,3,3,3,1
5475,4,4,1,2
5476,1,2,2,2
5477,1,1,2,2
5478,3,3,2,4
5479,2,2,2,1
5480,1,3,3,2
5481,2,2,3,3
5482,3,2,3,2
5483,1,2,1,1
5484,1,2,3,2
5485,2,2,2,2
5486,1,3,3,3
5487,4,4,4,4
5488,3,4,2,2
5489,2,2,2,1
5490,2,3,3,3
5491,3,2,2,2
5492,3,3,3,3
5493,4,4,3,3
5494,4,4,4,4
5495,2,2,2,4
5496,2,2,2,2
5497,2,3,3,3
5498,2,3,3,4
5499,2,3,2,1
5500,3,2,2,1
5501,2,3,4,4
5502,2,1,1,1
5503,2,3,2,4
5504,3,4,4,4
5505,2,2,1,1
5506,2,2,3,3
5507,2,3,3,2
5508,3,3,2,2
5509,4,3,2,2
5510,1,1,2,2
5511,2,2,2,2
5512,2,3,2,3
5513,2,1,1,1
5514,1,3,3,3
5515,1,1,1,1
5516,3,3,3,4
5517,2,3,3,4
5518,2,2,3,2
5519,1,2,2,2
5520,2,1,2,2
5521,3,2,2,3
5522,3,3,3,4
5523,3,3,2,4
5524,2,2,2,3
5525,2,2,2,2
5526,1,2,2,3
5527,4,4,3,4
5528,2,2,1,1
5529,3,3,2,3
5530,2,2,2,2
5531,1,1,1,4
5532,4,3,4,3
5533,3,3,3,3
5534,2,2,2,2
5535,1,2,2,2
5536,4,3,3,3
5537,1,1,1,2
5538,2,2,3,3
5539,2,2,2,1
5540,2,4,4,4
5541,2,2,2,2
5542,1,3,3,3
5543,1,1,1,1
5544,4,4,4,4
5545,2,2,2,2
5546,2,3,2,3
5547,4,3,3,3
5548,2,2,3,4
5549,3,3,2,3
5550,2,2,2,2
5551,1,2,1,1
5552,2,3,2,3
5553,4,4,4,4
5554,3,3,3,3
5555,2,2,1,2
5556,1,2,2,2
5557,3,3,4,3
5558,2,1,2,2
5559,2,2,2,3
5560,4,2,1,1
5561,3,3,3,3
5562,3,3,1,1
5563,1,2,2,2
5564,3,3,2,2
5565,2,2,3,2
5566,3,4,3,2
5567,1,2,1,1
5568,2,3,4,4
5569,2,2,2,2
5570,3,2,2,1
5571,2,3,3,3
5572,3,2,2,2
5573,3,1,2,1
5574,2,2,3,3
5575,3,3,3,4
5576,2,2,2,2
5577,3,3,3,4
5578,1,1,1,1
5579,2,3,2,3
5580,2,3,3,3
5581,3,2,3,3
5582,2,2,2,2
5583,2,2,2,2
5584,3,3,2,2
5585,2,3,3,4
5586,2,3,3,4
5587,3,3,3,4
5588,4,4,4,4
5589,3,1,3,2
5590,1,2,2,2
5591,2,2,3,3
5592,3,4,3,2
5593,1,2,2,2
5594,2,2,3,2
5595,3,3,2,2
5596,2,2,3,3
5597,1,2,3,3
5598,2,3,4,4
5599,3,3,2,3
5600,3,4,4,4
5601,2,3,2,1
5602,3,3,3,2
5603,1,2,1,1
5604,3,3,1,1
5605,4,4,3,4
5606,3,2,4,4
5607,2,2,2,1
5608,1,1,1,1
5609,3,3,4,4
5610,1,1,1,1
5611,1,1,2,3
5612,2,1,2,2
5613,1,2,2,2
5614,3,3,3,3
5615,3,2,2,2
5616,1,1,2,1
5617,2,2,3,4
5618,2,2,2,2
5619,3,2,3,1
5620,1,2,2,1
5621,4,3,3,2
5622,2,2,3,2
5623,2,2,2,2
5624,2,2,2,2
5625,2,3,4,4
5626,3,3,3,2
5627,3,3,3,3
5628,2,3,3,1
5629,4,4,1,1
5630,2,3,2,3
5631,1,2,3,3
5632,2,2,1,2
5633,2,3,3,3
5634,2,3,1,1
5635,2,2,2,3
5636,4,3,3,4
5637,2,2,2,3
5638,1,2,2,2
5639,3,3,3,3
5640,1,2,3,3
5641,2,2,2,2
5642,3,3,3,2
5643,4,3,3,3
5644,4,4,4,1
5645,2,1,2,2
5646,2,2,2,2
5647,4,3,2,3
5648,4,3,4,3
5649,1,2,2,2
5650,1,2,2,2
5651,4,3,3,2
5652,2,2,3,1
5653,2,2,2,2
5654,2,2,3,2
5655,2,2,2,2
5656,2,1,2,2
5657,4,4,3,3
5658,2,2,3,2
5659,2,2,2,3
5660,3,3,4,3
5661,3,2,4,2
5662,2,3,4,3
5663,2,4,4,4
5664,3,3,4,4
5665,1,1,1,2
5666,2,2,1,2
5667,2,1,2,2
5668,1,1,3,4
5669,4,2,2,2
5670,3,2,3,2
5671,2,2,1,2
5672,1,1,2,2
5673,1,2,1,1
5674,1,1,2,3
5675,1,1,4,4
5676,2,2,2,2
5677,2,4,4,2
5678,3,3,3,3
5679,2,2,4,4
5680,2,2,2,2
5681,3,2,2,3
5682,1,2,2,2
5683,2,4,4,4
5684,2,2,2,1
5685,1,1,2,2
5686,2,2,2,2
5687,4,4,3,3
5688,2,2,3,2
5689,3,2,2,3
5690,2,3,2,3
5691,2,2,2,4
5692,2,2,2,1
5693,2,2,2,1
5694,1,2,2,1
5695,2,3,3,3
5696,2,1,2,1
5697,2,2,2,2
5698,4,4,3,3
5699,1,1,2,2
5700,2,2,2,2
5701,2,2,3,3
5702,2,3,3,4
5703,2,3,2,3
5704,2,2,0,0
5705,2,3,3,2
5706,4,4,4,3
5707,1,3,2,2
5708,2,1,2,2
5709,2,2,3,2
5710,1,2,4,3
5711,1,1,2,3
5712,2,2,2,2
5713,2,2,2,1
5714,2,3,3,3
5715,3,3,3,3
5716,4,3,3,2
5717,2,2,1,2
5718,2,1,2,2
5719,4,4,3,3
5720,3,1,4,3
5721,2,2,2,2
5722,1,2,2,2
5723,3,4,4,3
5724,1,2,2,3
5725,2,2,2,1
5726,2,3,3,2
5727,3,3,3,4
5728,2,4,4,3
5729,2,2,2,2
5730,2,1,2,3
5731,2,2,2,2
5732,3,2,2,1
5733,3,3,3,4
5734,3,4,4,1
5735,2,2,2,2
5736,2,2,3,2
5737,2,1,2,1
5738,2,2,3,3
5739,3,3,1,2
5740,2,2,2,2
5741,2,2,1,1
5742,3,3,3,2
5743,2,2,2,2
5744,2,3,3,3
5745,2,2,3,2
5746,1,1,2,2
5747,3,1,2,2
5748,1,2,1,1
5749,1,1,1,1
5750,3,2,2,2
5751,2,2,3,2
5752,1,2,2,3
5753,3,1,3,2
5754,2,3,2,2
5755,2,2,1,1
5756,2,3,3,2
5757,4,3,3,3
5758,2,3,3,3
5759,3,2,4,4
5760,4,3,2,2
5761,2,3,1,2
5762,3,3,3,3
5763,2,2,2,1
5764,3,2,4,4
5765,2,3,2,2
5766,2,1,2,2
5767,2,2,2,1
5768,2,2,2,1
5769,1,3,3,3
5770,2,3,3,2
5771,1,1,1,1
5772,3,3,2,2
5773,1,2,2,3
5774,4,4,1,1
5775,2,2,1,2
5776,2,2,2,1
5777,2,2,2,2
5778,2,1,2,1
5779,1,3,4,3
5780,3,3,3,3
5781,3,3,3,3
5782,2,2,3,2
5783,1,2,2,2
5784,3,3,3,1
5785,2,3,3,2
5786,2,2,1,1
5787,1,2,2,3
5788,4,4,2,2
5789,3,3,2,2
5790,1,1,3,3
5791,2,2,2,2
5792,3,2,2,2
5793,2,3,3,3
5794,4,3,2,2
5795,3,3,2,3
5796,2,2,2,3
5797,2,2,2,2
5798,2,2,2,2
5799,1,1,2,2
5800,2,2,1,1
5801,1,1,1,4
5802,2,3,3,3
5803,3,3,3,3
5804,2,1,3,3
5805,4,4,3,4
5806,2,2,2,3
5807,4,3,2,2
5808,2,2,3,3
5809,2,2,2,2
5810,2,3,2,2
5811,3,2,4,4
5812,3,3,2,3
5813,2,2,4,3
5814,3,3,2,2
5815,4,3,3,2
5816,1,2,3,3
5817,3,2,1,2
5818,2,2,4,4
5819,1,1,2,3
5820,3,3,1,1
5821,2,3,2,2
5822,2,2,2,1
5823,2,3,1,2
5824,3,4,3,4
5825,4,3,3,3
5826,1,1,4,4
5827,2,2,2,2
5828,2,2,2,1
5829,4,4,4,4
5830,2,2,2,3
5831,2,2,2,2
5832,2,4,3,2
5833,1,1,2,2
5834,2,2,2,2
5835,4,4,4,3
5836,3,3,3,4
5837,3,3,3,2
5838,2,2,1,1
5839,2,2,2,4
5840,1,2,2,2
5841,4,2,1,2
5842,2,2,2,1
5843,2,2,2,2
5844,2,2,1,1
5845,2,3,2,3
5846,2,3,2,2
5847,2,2,4,3
5848,3,3,3,2
5849,2,2,2,1
5850,3,3,2,2
5851,3,2,2,3
5852,3,4,3,1
5853,1,2,2,1
5854,2,1,1,1
5855,2,1,2,2
5856,1,2,3,4
5857,3,4,4,4
5858,1,2,3,1
5859,2,2,1,2
5860,3,1,2,2
5861,1,3,4,4
5862,3,2,3,3
5863,3,2,3,3
5864,2,2,2,3
5865,1,2,3,2
5866,2,2,2,2
5867,3,2,3,3
5868,4,4,3,3
5869,2,3,2,2
5870,2,2,2,2
5871,1,1,2,2
5872,3,2,2,2
5873,4,3,3,3
5874,4,2,1,1
5875,1,3,2,2
5876,2,2,2,2
5877,3,2,2,2
5878,2,2,2,2
5879,2,2,1,2
5880,2,2,3,3
5881,2,2,1,1
5882,3,4,3,4
5883,4,4,4,4
5884,2,3,3,3
5885,1,2,4,2
5886,2,1,2,2
5887,2,2,2,2
5888,2,1,3,4
5889,3,3,2,3
5890,2,2,3,3
5891,2,2,2,2
5892,4,3,3,3
5893,3,2,2,1
5894,3,3,3,2
5895,2,2,2,3
5896,3,3,4,4
5897,2,2,2,2
5898,2,2,3,2
5899,2,2,2,1
5900,3,1,2,4
5901,3,2,2,2
5902,2,2,2,1
5903,3,3,2,3
5904,1,2,1,2
5905,2,2,2,2
5906,2,2,2,1
5907,4,3,3,1
5908,2,2,2,2
5909,3,3,4,4
5910,4,4,1,1
5911,4,4,3,2
5912,2,3,3,3
5913,3,3,2,3
5914,1,3,2,3
5915,2,3,3,3
5916,4,4,2,4
5917,2,1,1,1
5918,2,2,2,2
5919,3,2,3,3
5920,1,1,2,2
5921,3,2,2,2
5922,3,3,3,2
5923,1,1,1,1
5924,2,3,2,1
5925,2,4,3,3
5926,3,4,4,4
5927,3,2,4,4
5928,2,2,2,2
5929,2,2,2,2
5930,2,2,3,4
5931,2,2,2,2
5932,2,3,3,3
5933,2,3,3,4
5934,2,2,1,3
5935,2,2,2,2
5936,2,4,4,4
5937,2,2,2,2
5938,4,1,1,3
5939,2,3,3,2
5940,3,3,3,2
5941,2,2,3,2
5942,4,4,4,3
5943,2,3,2,2
5944,3,2,3,3
5945,2,2,2,2
5946,4,1,1,1
5947,3,2,2,1
5948,3,3,3,3
5949,1,3,3,3
5950,3,3,2,1
5951,1,1,1,2
5952,1,3,3,3
5953,3,3,2,2
5954,2,1,1,2
5955,2,3,3,3
5956,3,2,4,4
5957,4,3,2,2
5958,2,2,1,2
5959,3,4,4,4
5960,1,4,4,4
5961,4,3,3,2
5962,1,2,2,1
5963,4,2,2,1
5964,3,3,3,4
5965,3,4,4,4
5966,1,3,3,2
5967,4,3,2,2
5968,1,2,2,2
5969,2,3,2,2
5970,2,1,3,2
5971,3,3,3,3
5972,1,1,3,2
5973,2,2,1,1
5974,2,2,1,1
5975,3,2,2,3
5976,2,2,1,3
5977,3,2,1,1
5978,3,3,3,3
5979,1,3,4,4
5980,1,2,2,2
5981,4,3,4,3
5982,2,2,1,1
5983,4,3,4,4
5984,3,3,2,2
5985,2,2,2,2
5986,2,2,3,3
5987,4,3,3,3
5988,4,4,4,4
5989,3,3,4,4
5990,1,2,3,1
5991,3,2,3,3
5992,3,3,3,3
5993,3,4,3,1
5994,1,2,3,3
5995,4,4,4,4
5996,4,3,2,2
5997,1,1,2,1
5998,1,1,2,2
5999,3,2,3,3
6000,1,3,2,2
6001,4,2,2,2
6002,2,3,3,1
6003,3,2,2,1
6004,2,2,2,3
6005,3,2,2,2
6006,4,2,2,2
6007,3,3,2,2
6008,3,2,2,3
6009,3,3,3,3
6010,2,3,2,3
6011,2,2,3,3
6012,4,3,4,2
6013,1,1,4,4
6014,2,3,3,3
6015,2,2,3,3
6016,4,4,3,3
6017,4,4,1,1
6018,2,3,3,4
6019,3,3,4,4
6020,3,3,3,2
6021,4,4,4,4
6022,3,4,4,3
6023,3,4,2,3
6024,1,1,3,4
6025,2,1,2,2
6026,4,4,1,1
6027,1,3,3,3
6028,1,2,2,2
6029,2,2,3,2
6030,4,3,3,3
6031,3,3,3,2
6032,2,2,2,2
6033,2,2,2,2
6034,2,2,2,2
6035,3,2,2,2
6036,3,3,3,1
6037,2,2,1,1
6038,2,3,2,3
6039,1,4,4,4
6040,2,2,2,3
6041,2,1,3,4
6042,4,3,4,2
6043,1,1,2,2
6044,2,1,1,2
6045,2,2,2,1
6046,3,3,2,2
6047,2,2,3,4
6048,2,2,2,2
6049,4,4,4,3
6050,2,3,3,2
6051,1,2,3,2
6052,1,1,1,1
6053,4,3,2,4
6054,3,2,3,2
6055,2,3,3,1
6056,3,2,3,1
6057,1,1,1,1
6058,1,1,2,4
6059,2,2,1,2
6060,2,2,3,2
6061,3,3,3,3
6062,2,2,2,2
6063,3,3,2,1
6064,3,3,3,2
6065,2,1,1,1
6066,3,4,4,4
6067,3,3,2,2
6068,2,1,2,2
6069,4,4,4,4
6070,3,1,3,2
6071,2,2,2,2
6072,2,2,2,2
6073,2,2,2,2
6074,3,3,4,3
6075,2,3,4,4
6076,2,2,2,2
6077,2,2,2,2
6078,3,2,2,3
6079,2,1,2,2
6080,2,2,2,2
6081,1,3,4,1
6082,2,1,1,2
6083,3,3,2,4
6084,2,2,2,2
6085,1,2,3,3
6086,2,3,2,2
6087,1,2,2,2
6088,1,2,3,2
6089,4,1,2,1
6090,2,2,3,3
6091,2,2,1,1
6092,4,3,4,4
6093,3,3,3,3
6094,2,2,3,4
6095,2,3,2,3
6096,3,3,3,2
6097,2,2,2,2
6098,1,2,1,1
6099,2,2,2,1
6100,3,3,3,3
6101,2,3,2,3
6102,1,2,2,3
6103,2,2,1,2
6104,3,3,3,3
6105,2,2,3,4
6106,2,2,3,2
6107,2,2,3,1
6108,2,4,4,4
6109,3,3,2,2
6110,2,2,2,4
6111,1,2,1,1
6112,2,3,3,3
6113,1,4,2,2
6114,3,3,3,3
6115,2,4,3,1
6116,2,2,2,2
6117,1,2,3,3
6118,1,2,3,2
6119,1,2,2,3
6120,2,2,2,2
6121,3,3,3,4
6122,4,4,4,4
6123,3,3,2,3
6124,2,2,2,3
6125,2,2,2,3
6126,2,2,2,2
6127,3,4,3,3
6128,3,4,3,1
6129,3,2,2,1
6130,2,1,3,3
6131,2,3,2,2
6132,2,1,3,3
6133,3,4,4,4
6134,2,3,2,3
6135,3,3,2,2
6136,2,2,3,3
6137,3,3,3,4
6138,3,2,2,2
6139,2,3,1,1
6140,3,3,3,4
6141,3,3,2,2
6142,4,3,2,4
6143,3,3,3,4
6144,1,1,4,2
6145,1,2,2,2
6146,1,2,4,2
6147,1,2,2,1
6148,3,3,2,2
6149,4,4,3,1
6150,4,2,2,3
6151,2,3,2,2
6152,2,2,2,2
6153,3,3,3,3
6154,1,2,2,2
6155,2,1,1,2
6156,2,2,2,3
6157,3,3,2,3
6158,2,2,3,2
6159,2,3,3,3
6160,2,2,2,3
6161,2,2,2,1
6162,1,2,2,1
6163,2,3,3,3
6164,4,3,3,3
6165,2,3,1,1
6166,2,3,2,2
6167,2,2,2,2
6168,2,1,3,2
6169,3,3,3,2
6170,2,2,2,2
6171,3,2,2,2
6172,2,2,2,3
6173,1,2,3,3
6174,1,1,1,2
6175,3,3,3,2
6176,2,2,2,2
6177,1,2,4,3
6178,2,2,3,3
6179,1,3,3,3
6180,3,3,3,3
6181,2,3,1,2
6182,2,2,3,4
6183,2,3,3,4
6184,2,3,3,4
6185,2,2,2,2
6186,4,4,4,4
6187,2,3,2,3
6188,3,3,4,3
6189,2,2,2,3
6190,2,2,2,1
6191,1,1,2,2
6192,2,3,2,2
6193,3,2,3,3
6194,2,2,3,2
6195,2,1,2,2
6196,2,3,2,2
6197,2,2,2,1
6198,4,3,3,1
6199,2,2,2,1
6200,1,1,3,4
6201,1,2,2,2
6202,3,3,2,2
6203,2,2,2,3
6204,1,2,2,1
6205,2,2,1,2
6206,4,4,4,3
6207,4,4,4,3
6208,4,4,4,2
6209,3,3,4,3
6210,4,3,4,4
6211,3,3,4,1
6212,2,2,3,3
6213,3,2,3,2
6214,2,2,2,3
6215,2,2,2,2
6216,3,4,4,3
6217,1,1,1,2
6218,2,1,2,2
6219,2,2,2,2
6220,1,1,2,2
6221,1,1,1,1
6222,3,3,2,2
6223,3,3,4,2
6224,3,2,1,1
6225,1,1,2,1
6226,4,3,2,2
6227,2,2,2,4
6228,2,2,2,2
6229,1,2,1,2
6230,2,3,3,3
6231,2,3,3,3
6232,3,4,2,3
6233,3,2,3,3
6234,2,2,2,2
6235,3,4,2,1
6236,4,2,1,2
6237,3,3,3,3
6238,3,4,3,4
6239,1,1,2,3
6240,4,4,3,3
6241,2,2,2,1
6242,2,1,2,1
6243,3,2,4,2
6244,1,1,2,4
6245,1,3,3,3
6246,2,2,2,3
6247,3,3,3,2
6248,2,2,2,4
6249,3,3,3,3
6250,2,3,4,3
6251,2,2,2,2
6252,4,3,3,3
6253,1,1,2,1
6254,4,2,3,2
6255,2,3,3,2
6256,1,3,2,3
6257,3,1,1,4
6258,4,4,3,4
6259,2,2,1,1
6260,3,3,2,2
6261,1,2,2,2
6262,2,2,1,1
6263,4,4,1,1
6264,3,2,1,2
6265,2,2,1,1
6266,2,2,3,3
6267,2,2,1,2
6268,1,2,2,1
6269,2,2,3,2
6270,4,4,4,2
6271,1,1,1,1
6272,2,1,2,4
6273,2,3,3,3
6274,2,1,2,1
6275,3,3,2,3
6276,2,3,3,4
6277,2,2,3,2
6278,2,3,3,3
6279,2,3,3,2
6280,2,1,1,3
6281,2,2,2,1
6282,2,2,3,2
6283,3,2,2,2
6284,4,4,4,4
6285,1,2,1,2
6286,3,3,3,3
6287,2,2,2,2
6288,1,1,3,3
6289,2,2,2,2
6290,3,2,2,3
6291,2,2,2,2
6292,2,2,1,2
6293,3,3,3,4
6294,4,3,2,2
6295,2,2,3,4
6296,3,3,2,2
6297,2,2,3,1
6298,1,2,3,4
6299,2,2,2,1
6300,3,4,2,3
6301,2,2,3,2
6302,2,2,2,2
6303,2,3,3,2
6304,3,4,2,2
6305,1,2,2,2
6306,3,2,2,2
6307,2,1,2,2
6308,2,2,2,2
6309,3,2,1,2
6310,2,2,3,3
6311,4,4,3,3
6312,2,2,2,2
6313,4,4,4,4
6314,2,2,3,3
6315,2,1,2,2
6316,2,2,3,1
6317,1,2,3,4
6318,3,2,1,1
6319,4,3,3,4
6320,3,2,2,2
6321,2,3,3,2
6322,2,3,2,3
6323,4,3,4,3
6324,3,3,3,2
6325,4,3,4,4
6326,2,2,1,2
6327,2,2,2,2
6328,3,3,2,2
6329,3,2,2,2
6330,1,1,3,1
6331,1,2,2,2
6332,2,2,2,3
6333,3,3,4,2
6334,2,1,1,1
6335,1,1,3,3
6336,1,1,1,2
6337,2,2,1,2
6338,1,2,3,2
6339,3,4,4,3
6340,3,4,2,1
6341,1,2,2,3
6342,3,2,2,2
6343,2,2,2,2
6344,2,2,2,3
6345,1,3,3,2
6346,2,3,2,2
6347,1,2,2,2
6348,2,2,2,2
6349,1,1,2,2
6350,4,4,4,4
6351,2,2,2,3
6352,3,3,3,1
6353,1,3,3,3
6354,3,3,3,3
6355,4,4,4,4
6356,2,1,2,2
6357,4,2,2,3
6358,3,3,2,4
6359,2,2,2,3
6360,2,4,4,4
6361,4,4,4,4
6362,2,3,3,2
6363,4,3,4,3
6364,3,3,3,2
6365,3,4,4,3
6366,4,4,4,4
6367,2,1,1,1
6368,1,1,4,4
6369,2,3,2,3
6370,1,2,2,3
6371,2,2,2,2
6372,2,2,2,3
6373,2,3,3,3
6374,3,4,3,2
6375,4,2,2,1
6376,3,2,3,2
6377,3,4,4,4
6378,1,1,3,4
6379,2,2,2,2
6380,2,2,1,1
6381,2,1,1,1
6382,3,1,3,4
6383,2,2,1,1
6384,3,3,4,2
6385,1,1,1,2
6386,3,1,1,1
6387,3,3,3,3
6388,2,2,1,2
6389,1,1,1,3
6390,2,2,1,2
6391,2,2,2,1
6392,4,3,3,3
6393,1,1,1,1
6394,1,2,2,2
6395,2,4,4,4
6396,3,3,3,3
6397,4,3,3,3
6398,3,3,2,3
