,1기구매등급,2기구매등급,3기구매등급,4기구매등급,5기구매등급,6기구매등급,7기구매등급,변동계수
2149,8,6,6,9,7,8,9,5.960629921259843
2150,5,7,6,6,7,5,6,7.317073170731708
2151,10,7,7,7,9,6,6,4.920529801324503
2152,5,6,9,9,9,8,5,3.857142857142857
2153,3,2,2,3,2,2,3,4.584905660377358
2154,3,6,1,1,1,1,1,1.0471204188481675
2155,2,1,1,1,3,1,1,1.810126582278481
2156,4,4,4,5,3,4,3,5.594202898550725
2157,3,4,3,2,2,3,1,2.6224489795918364
2158,7,10,9,10,8,8,5,4.598870056497176
2159,8,6,6,5,4,4,5,3.8785714285714286
2160,1,1,1,1,1,1,1,0.0
2161,1,2,2,1,2,2,2,3.489795918367347
2162,5,3,4,2,2,3,6,2.3642384105960264
2163,1,1,1,1,1,1,1,0.0
2164,6,7,7,8,6,7,6,8.828947368421053
2165,5,4,8,5,8,3,4,2.6717171717171717
2166,9,4,5,6,6,6,4,3.3588235294117648
2167,7,7,5,7,7,6,6,8.139240506329113
2168,8,4,4,4,6,5,4,3.2679738562091503
2169,4,8,7,8,7,8,8,4.890410958904109
2170,3,1,4,3,1,1,2,1.7685950413223142
2171,9,4,8,6,7,4,4,2.8846153846153846
2172,3,2,5,3,3,3,4,3.463157894736842
2173,3,3,9,8,4,7,6,2.349794238683127
2174,3,4,1,3,4,3,2,2.672897196261682
2175,6,8,2,3,8,9,7,2.299625468164794
2176,9,7,7,8,7,8,8,10.144736842105264
2177,1,1,1,1,1,1,1,0.0
2178,6,5,5,6,8,7,7,5.666666666666666
2179,9,9,7,9,7,9,8,8.726315789473684
2180,1,1,1,3,2,1,1,1.810126582278481
2181,2,2,3,2,3,3,1,3.013157894736842
2182,1,1,2,3,1,1,1,1.810126582278481
2183,8,9,8,9,9,9,9,17.775510204081634
2184,1,3,2,2,3,2,6,1.6937499999999999
2185,5,5,4,7,7,10,8,3.173913043478261
2186,8,8,9,9,10,9,7,8.744897959183675
2187,7,8,8,10,9,8,8,8.726315789473684
2188,8,8,8,10,9,9,9,11.460526315789474
2189,3,5,6,4,5,3,6,3.598425196850394
2190,7,7,8,10,8,8,8,8.0
2191,3,2,5,2,3,3,3,3.0
2192,3,3,3,4,4,4,4,6.735849056603773
2193,2,2,2,2,1,1,2,3.489795918367347
2194,2,1,1,1,3,4,2,1.7391304347826089
2195,6,3,7,4,5,3,7,2.8901734104046244
2196,4,2,3,2,2,1,3,2.479591836734694
2197,5,8,6,5,7,6,6,5.738317757009345
2198,2,1,1,1,1,1,1,2.9999999999999996
2199,3,3,3,1,2,2,3,3.0759493670886076
2200,4,3,3,2,5,2,2,2.608695652173913
2201,1,2,2,2,2,3,1,2.695652173913044
2202,7,3,7,7,7,7,4,3.468208092485549
2203,3,3,3,5,2,3,1,2.3636363636363638
2204,3,3,6,4,3,3,1,2.1933333333333334
2205,1,1,1,1,1,1,1,0.0
2206,2,1,3,2,2,2,1,2.695652173913044
2207,7,9,7,7,8,7,9,8.115789473684211
2208,2,2,3,2,3,4,3,3.5657894736842106
2209,1,2,1,1,5,4,4,1.494186046511628
2210,2,2,2,2,3,1,2,3.4482758620689657
2211,3,10,9,7,4,4,3,1.9488054607508531
2212,1,3,3,3,7,4,5,1.962962962962963
2213,2,2,2,2,2,3,1,3.4482758620689657
2214,1,1,1,1,1,1,1,0.0
2215,5,6,4,5,6,8,8,3.9215686274509802
2216,3,4,3,2,6,4,4,2.968
2217,4,4,3,4,3,4,5,5.594202898550725
2218,9,4,5,9,8,10,9,3.3668122270742358
2219,1,1,5,1,4,1,1,1.1560693641618498
2220,10,8,7,8,6,9,8,6.201550387596899
2221,7,9,9,9,9,8,8,10.670886075949367
2222,10,10,10,10,9,9,9,18.056603773584904
2223,3,3,4,3,1,3,2,2.8526315789473684
2224,4,6,3,5,6,5,5,4.542056074766355
2225,8,9,10,10,9,9,9,13.246376811594205
2226,8,7,7,8,8,7,8,14.283018867924529
2227,9,7,6,7,10,10,10,4.901162790697675
2228,7,8,8,7,8,7,7,14.018867924528301
2229,4,5,3,2,2,2,2,2.3636363636363638
2230,9,9,10,10,9,9,8,13.246376811594205
2231,1,1,1,1,1,1,1,0.0
2232,5,8,7,6,7,6,7,6.704081632653062
2233,3,3,4,2,3,4,2,3.658536585365854
2234,2,1,3,1,1,2,6,1.2722222222222221
2235,3,2,3,2,3,4,2,3.5657894736842106
2236,1,1,2,1,1,3,3,1.8
2237,1,1,1,2,2,1,3,1.9873417721518987
2238,4,6,5,6,8,10,9,3.1324200913242013
2239,10,10,7,10,10,10,10,8.469026548672568
2240,9,9,6,5,5,5,4,3.0098039215686274
2241,1,1,2,1,1,2,1,2.63265306122449
2242,8,7,8,8,8,7,7,14.283018867924529
2243,5,4,6,4,6,7,3,3.546099290780142
2244,3,4,4,4,3,3,2,4.328947368421052
2245,10,9,7,7,9,6,8,5.673758865248227
2246,6,5,5,7,9,10,9,3.5388349514563107
2247,5,5,4,7,5,5,7,4.8053097345132745
2248,10,10,10,7,6,4,6,3.1024590163934427
2249,1,1,1,1,1,1,1,0.0
2250,2,3,2,3,3,2,1,3.013157894736842
2251,3,3,2,6,4,4,4,2.968
2252,4,3,3,3,3,2,1,2.8526315789473684
2253,4,1,1,2,3,10,10,1.1215189873417721
2254,10,10,7,7,9,7,5,4.225806451612903
2255,3,1,2,4,1,2,1,1.7391304347826089
2256,8,8,9,8,9,9,9,16.169811320754718
2257,10,9,9,9,10,9,9,18.959183673469386
2258,10,10,10,10,10,8,7,7.4319999999999995
2259,1,1,3,2,1,2,1,1.9873417721518987
2260,6,4,6,5,5,5,5,7.449275362318841
2261,3,4,4,5,5,3,3,4.288888888888889
2262,1,2,2,2,1,1,1,2.6981132075471694
2263,5,4,2,4,1,1,2,1.6937499999999999
2264,5,4,7,4,8,6,7,3.732484076433121
2265,1,1,1,1,1,1,1,0.0
2266,7,7,8,8,7,8,8,14.283018867924529
2267,8,10,3,8,9,9,9,3.463203463203463
2268,2,5,3,2,3,4,3,2.9345794392523366
2269,9,7,8,6,6,8,8,6.575221238938053
2270,3,5,4,4,4,3,4,5.594202898550725
2271,3,5,3,3,4,3,4,4.518987341772151
2272,5,4,5,4,7,5,5,5.0
2273,5,7,6,8,5,5,5,4.8429752066115705
2274,5,7,6,4,6,5,6,5.683673469387755
2275,1,2,1,1,1,1,1,2.9999999999999996
2276,1,1,1,1,2,1,1,2.9999999999999996
2277,2,3,3,3,3,1,1,2.4105263157894736
2278,4,8,10,9,7,8,6,3.7336683417085426
2279,5,6,6,6,7,7,7,8.276315789473685
2280,10,6,9,8,10,10,10,5.88235294117647
2281,5,5,4,4,5,7,7,4.232
2282,9,7,8,9,8,8,7,9.75609756097561
2283,5,9,9,9,10,9,10,5.123529411764706
2284,1,2,1,2,2,2,3,2.695652173913044
2285,5,1,2,1,1,2,2,1.4184397163120568
2286,1,1,1,1,1,1,1,0.0
2287,3,6,4,5,4,5,3,3.8648648648648645
2288,2,2,3,3,2,2,2,4.673469387755103
2289,2,3,3,2,3,2,1,3.013157894736842
2290,1,1,1,1,1,1,1,0.0
2291,8,9,9,7,7,6,8,6.945945945945946
2292,9,8,10,10,10,10,10,12.113924050632912
2293,9,10,9,10,9,10,10,18.056603773584904
2294,3,2,2,1,3,2,4,2.479591836734694
2295,7,1,4,6,3,3,4,2.0
2296,7,8,10,5,9,6,7,4.319767441860465
2297,7,10,10,10,9,10,10,8.345132743362832
2298,3,9,5,8,9,7,8,3.1249999999999996
2299,5,6,8,6,5,4,3,3.30625
2300,4,3,4,4,4,5,4,6.8965517241379315
2301,6,8,9,8,7,6,5,4.964539007092199
2302,6,6,1,3,6,2,3,1.820754716981132
2303,8,9,7,6,7,10,10,5.1847133757961785
2304,2,1,1,2,5,2,2,1.5851851851851853
2305,5,3,7,4,5,4,5,3.768
2306,8,8,8,9,9,10,10,9.844444444444443
2307,7,7,6,5,10,2,6,2.5477178423236513
2308,2,4,5,3,9,7,7,2.116
2309,1,4,3,2,2,2,2,2.4105263157894736
2310,1,3,4,4,2,3,3,2.672897196261682
2311,1,1,1,1,2,1,1,2.9999999999999996
2312,3,1,1,2,2,2,1,2.25
2313,3,4,3,3,5,4,4,4.881578947368421
2314,5,4,3,1,2,4,1,1.8216560509554138
2315,1,1,3,1,1,4,3,1.5503875968992247
2316,3,4,6,3,5,1,2,1.9941860465116281
2317,10,10,10,10,9,10,8,12.113924050632912
2318,1,1,2,3,2,2,2,2.695652173913044
2319,7,6,5,5,4,5,4,4.803738317757008
2320,1,2,1,1,1,1,1,2.9999999999999996
2321,2,3,3,4,4,3,2,3.658536585365854
2322,6,7,7,5,4,8,7,4.557971014492754
2323,1,1,2,1,1,1,1,2.9999999999999996
2324,8,6,9,6,7,8,8,6.575221238938053
2325,5,6,6,9,5,4,4,3.2383720930232562
2326,7,4,4,4,6,8,6,3.4382716049382718
2327,7,8,5,7,5,7,5,5.032
2328,6,6,8,7,8,2,5,2.8846153846153846
2329,1,3,1,1,1,1,1,1.6973684210526316
2330,5,9,6,8,5,7,9,4.046242774566474
2331,5,8,9,7,10,10,9,4.605555555555555
2332,9,9,9,9,9,10,10,18.959183673469386
2333,3,10,4,9,4,10,4,1.965625
2334,6,8,9,8,10,10,9,6.121428571428572
2335,10,10,10,10,10,10,10,0.0
2336,2,3,4,3,3,3,6,2.7007874015748032
2337,2,1,1,1,3,1,1,1.810126582278481
2338,8,9,6,9,9,9,9,7.460176991150443
2339,1,1,1,1,1,1,4,1.2654867256637168
2340,1,1,3,2,1,1,2,1.9873417721518987
2341,6,4,5,5,6,6,7,5.683673469387755
2342,3,2,1,1,1,1,3,1.8
2343,3,6,9,7,9,5,7,3.0558139534883724
2344,1,1,1,1,1,7,1,0.8193832599118943
2345,8,8,9,7,8,8,7,11.391304347826088
2346,9,9,5,4,7,7,6,3.5502645502645502
2347,6,3,5,5,3,4,5,3.920353982300885
2348,3,1,3,3,1,3,3,2.479591836734694
2349,2,2,2,1,1,1,2,2.9622641509433962
2350,4,3,3,3,8,6,7,2.292452830188679
2351,6,7,5,7,5,6,5,6.511111111111111
2352,3,4,2,3,2,3,2,3.5657894736842106
2353,7,9,9,9,8,10,8,8.744897959183675
2354,5,7,4,6,5,3,3,3.14
2355,7,10,8,9,9,10,8,7.846846846846847
2356,5,4,5,5,5,6,5,8.620689655172415
2357,3,3,2,1,2,2,2,3.1014492753623193
2358,8,3,1,2,2,2,2,1.2222222222222223
2359,1,1,1,1,1,1,1,0.0
2360,8,4,7,6,7,7,5,4.557971014492754
2361,4,3,4,9,4,4,5,2.378787878787879
2362,8,7,6,6,10,8,10,4.678571428571429
2363,5,5,3,7,9,7,5,3.0051282051282056
2364,1,1,1,2,2,2,4,1.7383177570093458
2365,6,5,6,6,8,7,10,4.083333333333334
2366,2,3,3,3,3,2,1,3.0759493670886076
2367,1,1,1,1,1,1,1,0.0
2368,2,2,2,2,6,3,4,1.9607843137254901
2369,6,9,7,7,9,7,8,6.6991150442477885
2370,2,3,3,2,3,1,2,3.013157894736842
2371,6,8,7,7,9,9,9,6.4958677685950414
2372,4,6,7,8,6,8,8,4.473333333333334
2373,10,10,10,10,10,10,10,0.0
2374,7,7,8,8,7,5,6,6.411214953271028
2375,7,7,7,9,6,2,5,2.8036529680365296
2376,2,3,1,2,2,2,1,2.695652173913044
2377,7,7,8,9,9,7,9,8.0
2378,2,2,2,2,1,2,3,3.4482758620689657
2379,6,6,5,7,6,6,2,3.3518518518518516
2380,4,6,7,8,8,7,5,4.258278145695364
2381,5,8,8,8,6,8,9,5.307142857142857
2382,6,7,4,5,4,7,6,4.3858267716535435
2383,1,1,1,1,1,1,1,0.0
2384,6,8,8,10,10,9,8,6.021428571428571
2385,1,2,1,1,1,1,1,2.9999999999999996
2386,2,2,2,2,3,3,3,4.584905660377358
2387,3,4,4,3,4,3,5,4.881578947368421
2388,5,4,2,3,3,2,5,2.7007874015748032
2389,6,6,10,8,3,3,2,1.846938775510204
2390,1,1,2,1,2,3,1,1.9873417721518987
2391,6,9,6,6,5,9,10,3.6818181818181817
2392,6,6,6,7,8,6,7,8.316455696202532
2393,8,5,7,4,6,8,4,3.468208092485549
2394,3,2,2,3,2,3,1,3.013157894736842
2395,7,6,6,6,5,7,6,8.898550724637682
2396,1,1,2,2,2,4,4,1.832
2397,2,3,2,3,4,3,3,4.144927536231884
2398,5,7,6,7,6,7,5,6.822222222222222
2399,6,3,4,6,3,5,4,3.4881889763779523
2400,5,9,10,7,9,10,9,4.657458563535911
2401,4,5,2,1,2,1,9,1.1909722222222223
2402,6,6,6,10,7,5,6,4.055555555555555
2403,1,1,1,1,1,2,1,2.9999999999999996
2404,3,1,1,2,2,2,2,2.695652173913044
2405,5,6,8,4,5,4,4,3.5205479452054793
2406,3,5,4,4,5,4,3,4.878048780487805
2407,4,3,3,5,4,4,4,5.594202898550725
2408,2,2,2,4,1,1,3,2.0
2409,1,1,2,2,2,1,1,2.6981132075471694
2410,4,6,3,7,4,5,3,3.0264900662251657
2411,5,2,3,2,2,1,4,1.963768115942029
2412,1,1,1,2,1,1,1,2.9999999999999996
2413,3,1,3,3,1,4,7,1.5392156862745099
2414,3,1,3,4,4,3,3,3.0
2415,6,4,7,5,8,9,8,3.727777777777778
2416,8,10,10,10,9,10,8,9.778947368421052
2417,1,1,1,1,1,1,1,0.0
2418,6,6,7,6,7,8,5,6.561224489795918
2419,5,7,9,5,7,7,7,4.862318840579711
2420,10,6,4,3,5,2,5,1.937984496124031
2421,6,6,5,7,8,5,6,5.738317757009345
2422,5,7,6,9,7,7,6,5.368
2423,5,4,4,5,7,6,6,4.7657657657657655
2424,1,1,1,1,1,1,1,0.0
2425,1,2,1,2,2,3,3,2.4390243902439024
2426,9,10,10,8,10,10,6,5.88235294117647
2427,4,3,4,3,4,5,2,3.642857142857143
2428,7,6,6,8,7,6,6,8.316455696202532
2429,5,4,4,5,5,5,6,7.043478260869566
2430,1,3,2,2,1,1,2,2.25
2431,1,1,1,2,6,2,2,1.2090395480225988
2432,1,1,4,1,2,1,1,1.3893805309734515
2433,3,7,4,4,4,7,6,3.067484662576687
2434,1,1,1,1,1,1,1,0.0
2435,1,3,2,1,2,2,4,2.0
2436,1,2,1,2,1,2,2,2.9622641509433962
2437,6,4,5,5,5,4,8,3.8333333333333335
2438,4,4,5,5,6,4,2,3.432
2439,2,2,3,3,3,1,2,3.013157894736842
2440,6,7,7,6,7,7,6,12.39622641509434
2441,7,8,6,7,6,7,8,8.536585365853659
2442,4,5,4,7,6,7,7,4.13768115942029
2443,4,5,4,5,4,4,4,8.755102040816327
2444,6,6,5,3,7,3,10,2.349794238683127
2445,1,1,5,1,2,1,3,1.3071895424836601
2446,1,1,1,1,1,1,1,0.0
2447,1,2,2,2,2,2,2,4.894736842105264
2448,2,3,4,4,3,2,2,3.1777777777777776
2449,8,5,5,4,2,3,3,2.1666666666666665
2450,5,7,6,9,8,10,10,4.030769230769231
2451,1,1,1,2,1,2,3,1.9873417721518987
2452,6,4,3,5,9,5,6,2.857894736842105
2453,8,4,9,10,10,10,9,3.986046511627907
2454,3,2,3,3,3,3,4,5.172413793103448
2455,4,5,5,9,2,3,7,2.100840336134454
2456,8,8,10,9,6,9,7,6.029629629629629
2457,4,8,8,8,7,7,7,4.964539007092199
2458,1,1,1,1,1,1,2,2.9999999999999996
2459,5,6,3,3,6,4,4,3.4881889763779523
2460,1,1,2,1,1,1,1,2.9999999999999996
2461,5,5,5,4,6,4,5,7.043478260869566
2462,1,1,1,2,1,1,1,2.9999999999999996
2463,9,9,10,10,8,9,8,10.975609756097562
2464,3,2,2,4,2,2,2,3.0759493670886076
2465,6,5,8,4,6,4,4,3.526666666666667
2466,8,6,5,4,4,4,3,2.8928571428571432
2467,2,2,2,1,1,1,1,2.6981132075471694
2468,1,1,2,2,1,1,1,2.63265306122449
2469,6,5,4,2,3,10,10,1.7843749999999998
2470,1,1,9,1,1,1,1,0.7086092715231789
2471,3,2,1,3,1,1,1,1.8
2472,4,2,3,2,3,1,1,2.063063063063063
2473,1,1,2,2,1,1,1,2.63265306122449
2474,4,6,5,6,4,5,3,4.243243243243243
2475,1,2,1,1,4,2,3,1.7391304347826089
2476,3,1,1,3,2,1,1,1.8
2477,1,1,1,2,1,2,2,2.6981132075471694
2478,3,2,4,4,5,2,4,3.035398230088496
2479,4,3,2,3,2,3,2,3.5657894736842106
2480,1,1,1,1,1,1,1,0.0
2481,2,2,4,3,2,3,5,2.608695652173913
2482,10,9,10,10,7,10,9,8.369369369369368
2483,3,4,4,4,3,4,3,6.735849056603773
2484,2,2,3,2,3,2,2,4.673469387755103
2485,10,10,10,10,10,9,9,19.816326530612248
2486,10,9,9,9,9,9,9,24.05263157894737
2487,1,2,3,5,1,2,1,1.4657534246575343
2488,4,5,2,3,2,2,3,2.608695652173913
2489,1,7,2,2,1,3,2,1.2415458937198067
2490,6,9,10,7,9,9,8,6.007246376811594
2491,3,3,3,3,3,2,1,3.253164556962025
2492,7,6,8,6,7,7,6,8.828947368421053
2493,9,9,9,9,9,8,9,23.31578947368421
2494,3,3,3,2,3,3,4,5.172413793103448
2495,1,1,1,1,2,1,2,2.63265306122449
2496,1,2,2,3,1,2,2,2.695652173913044
2497,5,7,9,8,9,8,8,5.586956521739131
2498,7,5,4,3,4,7,8,2.857894736842105
2499,4,8,4,2,1,2,2,1.3940677966101696
2500,1,2,2,1,2,1,1,2.6981132075471694
2501,1,1,1,1,1,1,1,0.0
2502,4,6,4,5,3,4,5,4.520408163265306
2503,4,5,4,5,4,4,4,8.755102040816327
2504,9,9,9,10,10,9,7,9.0
2505,3,4,4,4,3,3,3,6.471698113207547
2506,8,9,8,7,7,9,3,3.5388349514563107
2507,7,7,6,7,8,5,3,3.6547619047619047
2508,1,1,3,2,1,1,3,1.8
2509,10,10,10,9,7,7,6,4.901162790697675
2510,5,5,5,8,9,10,10,3.135021097046413
2511,10,10,10,9,10,10,9,19.816326530612248
2512,1,1,1,3,1,2,1,1.810126582278481
2513,4,5,3,5,6,4,8,3.067484662576687
2514,4,3,3,3,4,2,4,4.328947368421052
2515,2,2,1,2,2,1,1,2.9622641509433962
2516,5,5,4,4,4,4,4,8.755102040816327
2517,5,9,4,7,4,3,4,2.424528301886792
2518,2,3,2,3,4,1,5,2.1185185185185182
2519,10,10,9,9,10,9,10,18.056603773584904
2520,5,4,4,4,1,2,1,1.8404907975460123
2521,4,4,4,5,5,6,5,6.197368421052632
2522,2,3,3,2,2,1,3,3.013157894736842
2523,9,9,9,10,9,8,9,15.517241379310345
2524,7,6,6,7,5,7,8,6.704081632653062
2525,4,6,6,6,10,8,9,3.3653846153846154
2526,2,2,1,1,1,1,2,2.6981132075471694
2527,6,8,10,5,5,7,6,3.727777777777778
2528,7,9,5,5,5,6,4,3.4880952380952386
2529,5,9,7,7,10,10,7,4.225806451612903
2530,1,3,8,4,3,3,5,1.7625570776255708
2531,1,1,1,2,3,4,1,1.5371900826446283
2532,3,2,4,3,3,3,4,4.55072463768116
2533,2,2,1,2,1,2,1,2.9622641509433962
2534,7,6,7,8,9,7,7,7.673684210526316
2535,3,4,3,3,4,4,3,6.471698113207547
2536,7,7,9,9,9,10,9,7.584070796460178
2537,9,10,7,10,8,8,6,5.526666666666666
2538,7,8,8,5,5,5,6,4.557971014492754
2539,7,4,5,8,7,5,5,4.013698630136987
2540,1,1,1,1,1,1,1,0.0
2541,8,9,7,7,5,8,5,4.57516339869281
2542,6,7,6,7,6,7,6,12.132075471698112
2543,8,3,8,9,9,9,9,3.589041095890411
2544,2,1,1,3,4,3,3,2.1504424778761067
2545,3,2,3,3,3,2,2,4.849056603773584
2546,3,3,3,4,3,3,4,6.714285714285714
2547,2,2,5,2,2,1,2,1.832
2548,1,1,1,1,1,1,1,0.0
2549,2,1,1,1,1,1,1,2.9999999999999996
2550,5,5,4,4,4,5,4,8.358490566037736
2551,5,8,7,7,8,10,9,4.81875
2552,1,2,1,2,2,2,4,2.0
2553,9,7,8,8,8,7,7,10.144736842105264
2554,2,2,1,1,1,1,2,2.6981132075471694
2555,2,3,2,2,2,3,4,3.253164556962025
2556,5,7,6,9,8,9,9,4.672839506172839
2557,3,3,3,3,4,4,2,4.55072463768116
2558,2,3,4,5,6,5,4,3.0666666666666664
2559,8,8,8,9,9,6,9,7.607476635514018
2560,4,2,3,3,5,3,4,3.5000000000000004
2561,3,2,3,2,5,4,6,2.3642384105960264
2562,8,6,9,7,7,8,9,6.945945945945946
2563,8,7,8,6,6,7,9,6.567567567567567
2564,3,2,3,2,2,2,2,4.673469387755103
2565,1,1,1,1,1,1,1,0.0
2566,1,1,3,3,1,2,2,2.066666666666667
2567,6,4,5,3,8,4,9,2.4977578475336326
2568,5,7,9,7,4,7,6,3.969135802469135
2569,3,2,3,4,4,4,5,3.642857142857143
2570,7,7,7,8,9,9,9,8.0
2571,3,5,2,5,5,3,4,3.190082644628099
2572,2,1,2,1,1,1,1,2.63265306122449
2573,9,9,9,8,7,8,7,9.044444444444444
2574,4,5,4,5,4,10,9,2.3070866141732282
2575,1,1,1,1,1,2,1,2.9999999999999996
2576,6,5,5,6,5,5,7,7.050632911392405
2577,9,9,10,9,8,10,10,12.223684210526315
2578,1,1,1,1,1,1,2,2.9999999999999996
2579,5,4,5,5,6,6,6,6.9605263157894735
2580,8,8,9,10,8,6,8,6.7272727272727275
2581,5,6,8,5,8,4,5,3.732484076433121
2582,3,3,4,3,1,2,3,2.8526315789473684
2583,6,6,7,6,8,6,6,8.139240506329113
2584,8,10,9,9,8,9,6,6.637795275590551
2585,6,6,5,6,6,6,4,7.050632911392405
2586,4,2,2,2,2,1,2,2.3777777777777778
2587,1,3,2,1,1,2,1,1.9873417721518987
2588,9,9,10,10,10,10,10,19.816326530612248
2589,4,5,5,5,7,5,8,3.978571428571429
2590,1,3,3,2,3,3,3,3.253164556962025
2591,9,4,8,8,6,7,7,4.294478527607362
2592,3,3,3,2,2,2,2,4.584905660377358
2593,2,3,1,1,2,2,2,2.695652173913044
2594,6,7,7,7,8,6,8,8.536585365853659
2595,5,5,6,4,6,4,5,6.097560975609756
2596,3,1,1,2,1,2,1,1.9873417721518987
2597,3,6,9,6,3,4,8,2.350210970464135
2598,3,2,2,3,1,4,3,2.6224489795918364
2599,2,3,1,2,1,1,2,2.25
2600,7,5,5,4,6,9,9,3.2311557788944723
2601,6,8,7,7,7,7,7,12.06896551724138
2602,3,3,2,2,2,2,2,4.673469387755103
2603,8,10,9,7,6,8,5,4.401162790697675
2604,5,3,7,5,5,5,3,3.4130434782608696
2605,2,3,2,5,2,2,2,2.274336283185841
2606,2,3,5,4,8,5,5,2.405263157894737
2607,2,3,5,2,3,2,3,2.672897196261682
2608,6,7,6,5,4,6,5,5.683673469387755
2609,9,7,6,4,5,8,6,3.738372093023256
2610,8,7,7,7,9,7,7,9.40506329113924
2611,1,1,1,1,1,2,3,1.810126582278481
2612,3,2,6,4,9,3,3,1.765432098765432
2613,1,1,1,1,1,1,1,0.0
2614,1,1,2,4,3,2,2,2.0
2615,2,1,1,2,2,3,3,2.4390243902439024
2616,1,1,1,1,1,1,1,0.0
2617,2,3,2,2,2,2,2,5.631578947368421
2618,1,1,1,1,1,1,1,0.0
2619,2,2,4,4,3,3,4,3.488888888888889
2620,4,6,5,7,7,6,6,5.4766355140186915
2621,4,6,4,5,6,4,3,4.04424778761062
2622,3,5,3,3,4,2,4,3.5000000000000004
2623,7,5,6,7,4,5,5,4.92920353982301
2624,8,7,8,7,5,4,4,3.468926553672316
2625,2,2,3,1,2,2,2,3.4482758620689657
2626,1,2,2,2,2,2,2,4.894736842105264
2627,2,3,3,2,3,2,2,4.584905660377358
2628,2,2,1,3,1,1,1,1.9873417721518987
2629,2,2,3,2,5,2,2,2.274336283185841
2630,1,1,1,1,1,1,1,0.0
2631,7,6,7,7,7,5,4,5.074380165289256
2632,6,5,6,7,7,5,7,6.822222222222222
2633,2,2,4,2,3,1,2,2.4105263157894736
2634,1,1,2,1,3,2,1,1.9873417721518987
2635,2,1,1,1,1,1,1,2.9999999999999996
2636,3,3,3,3,4,3,4,6.714285714285714
2637,4,3,5,5,5,4,3,4.6
2638,1,1,1,1,1,2,1,2.9999999999999996
2639,4,4,4,5,6,5,4,5.784810126582278
2640,6,5,6,5,4,6,10,3.141361256544503
2641,10,10,10,10,8,8,8,8.542056074766355
2642,3,7,8,5,9,6,5,3.0098039215686274
2643,4,4,4,5,3,4,3,5.594202898550725
2644,1,1,1,2,1,2,1,2.63265306122449
2645,9,9,8,9,6,8,8,7.607476635514018
2646,8,5,7,4,9,3,6,2.7777777777777777
2647,9,9,9,8,10,9,10,13.246376811594205
2648,1,1,1,1,1,1,1,0.0
2649,6,7,8,8,7,7,7,10.347826086956522
2650,1,2,1,1,1,6,3,1.1505376344086022
2651,6,7,6,4,7,6,6,6.0
2652,1,1,1,1,1,1,1,0.0
2653,9,9,10,10,10,10,10,19.816326530612248
2654,9,5,7,5,7,6,8,4.473333333333334
2655,3,2,5,4,3,4,10,1.6780303030303028
2656,1,3,3,2,2,2,2,3.1014492753623193
2657,5,5,6,5,4,4,3,4.663265306122449
2658,4,4,1,3,5,4,6,2.4585987261146496
2659,1,1,1,1,1,2,10,0.7232142857142858
2660,4,3,4,5,4,6,6,4.04424778761062
2661,4,4,6,7,8,6,7,3.9215686274509802
2662,7,8,4,9,7,9,8,4.319767441860465
2663,3,2,3,2,3,2,2,4.584905660377358
2664,7,1,1,2,1,1,1,0.8928571428571428
2665,2,1,1,2,1,1,1,2.63265306122449
2666,8,2,8,3,9,10,10,2.1702127659574466
2667,1,1,1,6,5,4,2,1.3490566037735847
2668,1,2,1,1,3,2,1,1.9873417721518987
2669,6,7,10,8,8,3,6,3.1324200913242013
2670,1,2,2,3,2,5,3,2.0236220472440944
2671,4,4,5,6,7,5,4,4.347826086956522
2672,6,6,9,8,5,5,5,3.93125
2673,3,4,3,3,4,4,3,6.471698113207547
2674,6,8,6,5,7,5,6,5.738317757009345
2675,5,6,5,4,7,5,6,5.540816326530612
2676,6,6,7,7,4,4,5,4.3858267716535435
2677,6,8,8,6,5,7,7,6.045045045045044
2678,6,8,8,9,9,9,8,7.607476635514018
2679,2,3,3,3,2,4,3,4.144927536231884
2680,1,2,2,2,1,2,2,3.489795918367347
2681,4,3,3,3,5,3,4,4.518987341772151
2682,6,5,5,6,5,4,3,4.542056074766355
2683,4,5,4,7,7,6,5,4.275590551181102
2684,2,4,4,4,3,7,4,2.6143790849673203
2685,8,7,9,6,6,5,5,4.3509933774834435
2686,9,8,8,10,8,7,6,6.201550387596899
2687,4,5,5,5,4,5,5,9.612244897959183
2688,1,2,1,1,1,1,2,2.63265306122449
2689,6,1,1,2,2,2,2,1.3470588235294119
2690,5,10,9,9,9,5,4,2.916
2691,7,8,6,7,5,6,6,6.561224489795918
2692,1,2,1,2,2,1,3,2.25
2693,4,3,3,4,5,3,6,3.4782608695652177
2694,4,3,5,4,6,4,3,3.869158878504672
2695,5,3,3,5,9,6,3,2.219178082191781
2696,10,2,10,3,4,4,3,1.5162241887905603
2697,1,1,1,1,2,2,1,2.63265306122449
2698,1,1,1,1,1,1,3,1.6973684210526316
2699,4,5,4,5,4,4,5,8.358490566037736
2700,9,9,10,10,10,10,9,18.056603773584904
2701,9,6,8,6,5,6,7,4.862318840579711
2702,8,5,8,5,8,4,6,3.7
2703,6,8,10,5,5,10,9,3.3946188340807177
2704,5,5,7,5,9,8,8,3.947058823529412
2705,5,6,7,6,6,6,5,8.492753623188406
2706,7,9,6,7,6,7,7,7.0
2707,2,1,2,1,1,1,3,1.9873417721518987
2708,9,9,9,10,10,9,10,17.79245283018868
2709,3,1,4,5,3,4,4,2.7007874015748032
